ID,Date,Title,Description,URL,Actors,Writer,Gap
1173,03/18/1981,Pretty Polly,"In order to escape the good-natured meddling of his colleagues, a man spins animaginary romance. When his fake lover is found murdered, he discovers that he placed himself at the scene of the crime with his fictitious claims.",https://www.cbsrmt.com/episode/1173-pretty-polly.html,"25,58,6,10",13,1
1174,03/20/1981,The Million Dollar Scam,"In order to scam a wealthy heiress out of a million dollars, a pair of swindlers must set their differences aside and work together.",https://www.cbsrmt.com/episode/1174-the-million-dollar-scam.html,"136,155,49,279",288,1
1175,03/23/1981,The First Day of Eternity,"In the pursuit of the source of eternal life, a cunning and perceptive industrialist attempts to buy it but takes home a valuable lesson instead.",https://www.cbsrmt.com/episode/1175-the-first-day-of-eternity.html,"27,16,95,321",13,1
1176,03/25/1981,The Ghost-Grey Bat,"After swapping homes with a couple from Austria for a year in order for the college professor to finish his book in peace, the two young New Yorkers move into the home. Before long encounter the terrifying guardian of the Austrian home and discover its gruesome secret.",https://www.cbsrmt.com/episode/1176-the-ghost-grey-bat.html,"102,136,16,155",38,1
1177,03/27/1981,Did I Say Murder?,"A firsthand account by an adulteress queen telling of the tragic life and death of England's most notorious king, King Henry VIII.",https://www.cbsrmt.com/episode/1177-did-i-say-murder.html,"127,27,68,126",13,1
1178,03/30/1981,The Dead Come Alive,"When the residents of a small Ohio town learn of the impending visit of a man who claims to have the power to raise the deceased, they are far from pleased as they believe that the secrets of the dead are better off buried.",https://www.cbsrmt.com/episode/1178-the-dead-come-alive.html,"6,12,95,279",61,1
1179,4/1/1981,Down the Garden Path,"When Machiavelli influences a young man to plead guilty to a crime he did not commit, it starts him along a path that will ultimately lead him to becoming history's most devious and cunning statesman.",https://www.cbsrmt.com/episode/1179-down-the-garden-path.html,"133,49,320,151",13,1
1180,04/03/1981,Somewhere Else,A woman's dreams run parallel to her fantasies and she tells her psychologist of her visions of herself as a Viking maiden promised to wed a potbellied farmer- and the Nordic warrior in pursuit to rescue her.,https://www.cbsrmt.com/episode/1180-somewhere-else.html,"6,126,95",13,2
1181,04/06/1981,The Gratitude of the Serpent,"When a young girl is sold to a Spanish conquistador bent on storming the Mayans, she is torn between her people and the master who has treated her more than fairly.",https://www.cbsrmt.com/episode/1181-the-gratitude-of-the-serpent.html,"58,91,38,10",13,1
1182,04/08/1981,The Doll,The death of their beloved sister cuts deep into the psyche of her brothers and causes the twins to break their psychic connection.,https://www.cbsrmt.com/episode/1182-the-doll.html,"66,70,151,26",43,1
1183,04/10/1981,The Empty Coffin,A woman travels all the way to England after learning that her birth father perished. There she works to uncover the truth behind her childhood and the strange death of her mother.,https://www.cbsrmt.com/episode/1183-the-empty-coffin.html,"25,135,90,133",234,1
1184,04/13/1981,Death Trail,"After visiting the Wyoming Territory, Colonel Royce is convinced he can drive cattle through the harsh desert and into the lush greens of the north. His goal is to drive 2,500 longhorn 3,000 miles through a country occupied by Indians with the help of his daughter Judith Ann and a quiet Easterner.",https://www.cbsrmt.com/episode/1184-death-trail.html,"90,136,126,38",38,1
1185,04/15/1981,"The Fatal $50,000","In order to look good in his boss' eyes, an employee of a real estate developer filches $50,000 and claims it as sales. After his misdemeanor is discovered, he commits suicide and this showers bad luck on the boss that drove him to it.",https://www.cbsrmt.com/episode/1185-the-fatal-50-000.html,"49,6,95",13,1
1186,04/17/1981,But With Blood,"A classic retelling of the famed siege at Harpers Ferry, which brought the anti-slavery faction of John Brown and his followers to trial.",https://www.cbsrmt.com/episode/1186-but-with-blood.html,"204,16,26,151",294,1
1187,04/20/1981,The Power of Ode,A woman afraid of light becomes the center of affection for two friends. A psychic tells her that she is attuned to the force of all living things and she believes him.,https://www.cbsrmt.com/episode/1187-the-power-of-ode.html,"66,69,27,91",43,1
1188,04/22/1981,The Terrifying Gift,"After wandering into the den of a fortune teller, she is surprised by the woman's claims that she is her long lost granddaughter. With her dying breath the mystic gives her the ability to predict the future. She soon comes to realize that the gift comes with a heavy price.",https://www.cbsrmt.com/episode/1188-the-terrifying-gift.html,"202,151,135,38",38,1
1189,04/24/1981,The Long Blue Line,"When a 10 year old homicide is resurrected, a fourth generation Irish cop is chosen to lead the investigation. As he closes in on the answers, he is disturbed to learn that his retired father is involved in the case.",https://www.cbsrmt.com/episode/1189-the-long-blue-line.html,"49,6,95",13,1
1190,04/27/1981,Big Momma,"After finally obtaining celebrity status when his book is published, a young city planner discovers that it was all part of a bribe from his years as a city planner when he allowed the construction of a factory in his city.",https://www.cbsrmt.com/episode/1190-big-momma.html,"58,10,95",13,1
1191,04/29/1981,The Man of Two Centuries,"A college professor tasked to write a book is aided by a Huron Indian claiming to be 1,000 years old. The historian is told that he possesses the soul of the man who discovered Canada, Jaque Cartier and he is allowed to go back in time.",https://www.cbsrmt.com/episode/1191-the-man-of-two-centuries.html,"324,318,126,16",294,1
1192,05/01/1981,The Voices,"Convinced that a young captive has been aiding the underground French resistance, A Nazi General tries to crush her spirit. Strangely, the girl seems to be an incarnation of Joan of Arc as her life seems to run parallel to the life of the heroine 500 years ago.",https://www.cbsrmt.com/episode/1192-the-voices.html,"27,322,95",288,1
1193,05/04/1981,Garden of the Moon,"After purchasing make-up at a new health store, a young executive develops a sudden taste for moon bathing. She is soon invited to a free convention for all the others that have fallen prey to their scam.",https://www.cbsrmt.com/episode/1193-garden-of-the-moon.html,"14,58,12,10",77,1
1194,05/06/1981,The Apparition,"Despite assurances from his family that his father is fine, a prison inmate becomes obsessed with his father's death. Could the unhealthy fixation stem from the fact that it was his father that had him incarcerated in the first place?",https://www.cbsrmt.com/episode/1194-the-apparition.html,"66,6,16,126",43,1
1195,05/08/1981,Is the Doctor In?,"When a wounded mafia leader is brought to his office, a dermatologist is forced to perform surgery at gun point. After living through the ordeal, he discovers that the gangsters are the least of his concerns.",https://www.cbsrmt.com/episode/1195-is-the-doctor-in.html,"25,320,279",13,1
1196,05/11/1981,End of a Queen,"A classic retelling of the tragic life and death of Marie Antoinette, and her final hours on the earthly plane.",https://www.cbsrmt.com/episode/1196-end-of-a-queen.html,"127,27,151,91",294,1
1197,05/13/1981,"Diogenes, Inc.","A pair of circus performers opens a private investigation practice after their circus burns to the ground. A possible insurance fraud is their first case, with their former employer as the main suspect!",https://www.cbsrmt.com/episode/1197-diogenes-inc.html,"82,10,279,90",294,1
1198,05/15/1981,Cold Comfort,"Due to an act he committed during the Korean War, an optometrist is blackmailed into becoming a traitor to his country.",https://www.cbsrmt.com/episode/1198-cold-comfort.html,"16,135,95",13,1
1199,05/18/1981,A Shocking Affair,A plot to assassinate a prominent political figure goes awry when the occupants of an apartment building return unexpectedly and foil his mission.,https://www.cbsrmt.com/episode/1199-a-shocking-affair.html,"118,119,68,38",38,1
1200,05/20/1981,Insomnia,"In the pursuit of slumber, an insomniac begins listening to non-existent radio stations. The reason behind her sickness is uncovered when she finally succumbs to slumber.",https://www.cbsrmt.com/episode/1200-insomnia.html,"26,151,135",43,1
1201,05/22/1981,The Headhunters,"In the future: Erna Stearns, a reactionary still chooses natural food and believes in normal relationships despite living in a period where people are modified to become model citizens by a computer. When her fiance suddenly calls off their engagement, she asks her father to look into the matter and they soon discover a terrifying government secret.",https://www.cbsrmt.com/episode/1201-the-headhunters.html,"324,321,95,147",13,1
1202,05/25/1981,The Innocent Face,"After falling head-over-heels in love with a smooth-talking professional con man after moving to California, a plain Jane from Arkansas unknowingly smuggles diamonds across the border for him.",https://www.cbsrmt.com/episode/1202-the-innocent-face.html,"202,58,38,10",215,1
1203,05/27/1981,Little Richard,"A young man discovers how skewed the judicial system is when he is released from prison. After serving a sentence for forgery, his desire to turn a new leaf is resolute but the corruption rampant in his city makes it hard for him to do so.",https://www.cbsrmt.com/episode/1203-little-richard.html,"66,155,16,325",13,1
1204,05/29/1981,Out of the Past,"After seeing a man he long since believed to be dead, an artist hired by a local TV station to do sketches during a trial becomes mystified. At the same time, a local cop works to solve the case.",https://www.cbsrmt.com/episode/1204-out-of-the-past.html,"58,10,49,151",38,1
